psc,naics,description,0
D304,517410.0,COMA001017EBM INMARSAT - BROADBAND GLOBAL AREA NETWORK (BGAN CONSOLIDATED),1
DG11,541519.0,VERB006966EBM - VOICE SERVIE LONG DISTANCE - SWITCHED,1
R499,921190.0,CLEANING SERVICES,1
D399,541511.0,THE PURPOSE OF THIS MODIFICATION IS EXTENDING THE POP OF SLINS.  THE PURPOSE OF THIS TASK ORDER IS FOR COMPUTER SYSTEM/NETWORK/DATABASE ADMIN SUPPORT SERVICES FOR SOFTWARE ENGINEERING CENTER (SEC) LABS AT ABERDEEN PROVING GROUND (APG).,1
R499,541512.0,"OPERATION & MAINTENANCE - APPLICATION, SOFTWARE, DATABASE & SYSTEMS SUPPORT",1
J041,238210.0,"AWARD CONTRACT FOR DESIGN/BUILD SERVICES A RENOVATION OF THE VARIABLE REFRIGERANT FLOW (VRF) AND DEDICATED OUTSIDE AIR VENTILATION SYSTEM (DOAS) AT THE U.S. CONSULATE GENERAL.  PHASE I PROVIDES DESIGN SERVICES TARGETING THE VRF TYPE HVAC SYSTEMS TO REPLACE EXISTING SPLIT SYSTEMS HEAT PUMP UNITS AND THE DOAS TO SUPPLY OUTDOOR AIR VENTILATION FOR OCCUPANTS AND MAKE PRESSURIZATION AIR TO OFFSET INFILTRATION FROM EXTERIOR WINDOWS AND DOORS.  PHASE II INCLUDES THE CONSTRUCTION SERVICES, INCLUDING PROCUREMENT, SH",1
D307,541511.0,"SOFTWARE SUSTAINMENT FOR USMEPCOM, N. CHICAGO, IL",1
DF01,541511.0,INFORMATION TECHNOLOGY MANAGED SERVICES (ITMS) BPA CALL 3,1
5950,334416.0,"8505724099!TRANSFORMER,CURRENT",1
Z2LB,237110.0,THE PURPOSE OF THIS TASK ORDER IS TO AWARD CONSTRUCTION SERVICES FOR THE DENVER FEDERAL CENTER,1
7C20,541519.0,PURE STORAGE X SERIES FLASH ARRAY STORAGE AREA NETWORK APPLIANCE SYSTEM,1
J020,811310.0,"N106 SAN GIL USS FRANK CABLE (AS40)/05 MAR - 06 APR 2018/LPAC/HPAC INSPECTION, MOD FOR N3 LPAC AIR END OH GROWTH",1
R499,541990.0,"U.S. EPA OFFICE OF RESEARCH AND DEVELOPMENT(ORD)NATIONAL STUDENT SERVICES CONTRACT-TASK ORDER-TITLE: CCTE/GLTED SUPPORT-TASK ORDER #10, PWS 1-11.  THE PURPOSE OF THIS BILATERAL MODIFICATION IS TO: 1) ADD PWS#16, AS AN ATTACHMENT TO OPTION PERIOD 1",1
Y1DZ,236220.0,IGF::OT::IGF NO COST TIME EXT TO 14 AUGUST 2019 BASE YEAR 8(A) MACC GENERAL CONSTRUCTION,1
S202,561621.0,"THIS MODIFICATION, PO07 (COMPRIZON MOD PO18) TO CONTRACT GS-P-11-16-YX-7013 (COMPRIZON CONTRACT GS-P-11-13-YX-0012) IS TO CORRECT TWO (2) CLINS THAT WERE INCORRECTLY DE-OBLIGATED TO HELP FACILITATE CONTRACT CLOSEOUT.  THE CLINS THAT WERE CORRECTED ARE CLINS 5014 AND 5018.   ACCOUNTING DATA HAS CHANGED. SEE BELOW: PREVIOUS CONTRACT VALUE: $878,365.80 MODIFICATION PO07: $0.00 NEW CONTRACT VALUE: $878,365.80 ***************END OF MODIFICATION***************",1
J049,811310.0,"RECALIBRATION AND REFURBISHING OF MPIII TEMPERATURE DATA LOGGERS PERFORMED IN ISO17025 ACCREDITED LABORATORY.  INCLUDES BASIC REPAIRS AND PARTS, BATTERY REPLACEMENT, CALIBRATION CERTIFICATE AND SERVICE REPORT.",1
R606,561492.0,"PROVIDE VERBATIM HEARING RECORDER SERVICES FOR THE LOUISVILLE, KY HEARING OFFICE ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.  MODIFICATION TO ADD THE STATEMENT OF EQUIVALENT RATES FOR FEDERAL HIRES CLAUSE.",1
Z2AA,236220.0,"MOD PS0002 PA0158ZZ -USDC 6C BATHROOM RENOVATION-TIME EXTENSION JOSEPH F WEIS US COURTHOUSE 700 GRANT STREET PITTSBURGH, PA 15219-1906 ORIGINAL AWARD EFFECTIVE DATE 12/8/2023 ESTIMATED ULTIMATE COMPLETION DATE 9/30/2024",1
7021,334111.0,PSC 7021  HARDWARE HAWKEYE III LITE KA-BAND KIT 1512A-RK-020,1
5680,423610.0,4541930550!A B120  SIEMENS TYPE BL 20A BOLT ON SING,1
7030,334511.0,"THIS MODIFICATION PROVIDES: (1) CLIN 0011 ESTABLISHED AS NSP (2) CLIN 0012 ESTABLISHED AND FUNDED (3) INCREASE IN PRICE TO OPTIONS 0204, 0304, AND 0404 AND (4)EXTENDS THE POP ON CLINS 0005AA, 0005AB, 0006AA, 0006AB, 0007 AND 0008.",1
D304,517410.0,IGF::OT::IGF EXTEND PERIOD OF PERFORMANCE ONE MONTH IN ACCORDANCE WITH 52.217-8,1
5935,334417.0,"8509996784!CONNECTOR,RECEPTACL",1
7490,423430.0,"ITAR-21-1838 SLI# 38720 LEXMARK CONTRACT#  DTFAWA-12-D-00018 PRINTERS BREAK/FIX SUPPORT THROUGH 11/1/2021 QTY 30 - LEXMARK CX725DE PRINTER, PART# 40CT509  $2477.85 = $74,335.50 COR / TECH POC:  PAUL MCNATT CO:  RUSSELL ROGERS POP:  DATE OF AWARD THRU",1
6110,334419.0,DECS-400 DIGITAL EXCITATION CONTROLLER,1
6680,334513.0,"8504961768!SWITCH,LIQUID LEVEL",1
5935,334417.0,"8504850276!ADAPTER,CONNECTOR",1
R408,236220.0,---------- COMMENTS: ADMINISTRATIVELY APPROVED BY AL LOPEZ  APPROVAL FLOW EDIT: ELIZABETH A.S. SLAUGHTER ADDED BY DANIELA CONYNGHAM ON THU MAY 25 13:58:30 EDT 2023   REASON ADDED: SELECTED APPROVER  APPROVAL FLOW EDIT: RICHARD J. SULLIVAN ADDED BY DA,1
R699,541990.0,"THIS MODIFICATION IS TO ADD RATES FOR OPTIONS YEARS FOR AN EXISTING CLIN: 1. CONTRACT SPECIALIST I  - OPTION YEAR 1, CLIN 1047  - MONTHLY RATE OF $7,562.30 2.  CONTRACT SPECIALIST I  - OPTION YEAR 2 , CLIN 2047  -MONTHLY RATE OF $7,739.33 3.  CONTRACT SPECIALIST I  - OPTION YEAR 3, CLIN 3047  -MONTHLY RATE OF $7,921.07 4.  CONTRACT SPECIALIST I  - OPTION YEAR 4, CLIN 4047  - MONTHLY RATE OF $8,107.50  NO ADDITIONAL FUNDING IS ADDED AT THIS TIME. FUNDS WILL BE ADDED AT THE TASK ORDER LEVEL AS THE NEED ARISES",1
J059,811310.0,"ATS ANNUAL SERVICE GENERATOR SERVICE, CAT D150 GENERATOR SERVICE, CAT C18",1
2805,811310.0,"REPLACEMENT OF OCEAN RANGER VESSEL ENGINES, CHANNEL ISLANDS NATIONAL PARK, VENTURA COUNTY, CA. THIS MODIFICATION FUNDS ADDITIONAL IN-SCOPE WORK TO REBUILD TWO TRANSMISSIONS FOUND TO BE FAULTY DURING THE COURSE OF THE ENGINE REPLACEMENT WORK.",1
Z1AZ,236220.0,BASE BID: PROVIDE WATER SERVICE TO THE RESTROOM TRAILER AT THE MENDENHALL GLACIER VISITOR CENTER.  OPTION ITEMS: (1) REPLACE TOILETS AT MGVC RESTROOM TRAILER. (2) RELOCATE WATER METER FOR THE MENDENHALL LAKE CAMPGROUND AND SKATERS CABIN. THE BASE A,1
F003,115310.0,WEED WASHING UNIT 1435902 1937230882 IB220006784,1
7510,325992.0,"CARTRIDGE, TONER: ITEM NAME CARTRIDGE, TONER I.A.W. HEWLETT PACKARD P/N CB402A (HP 642A) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD YIELD CARTRIDGE FOR USE WITH HP COLOR LASERJET CP4005 PRINTER SERIES INCLUDING CP4005DN, CP4005N PRINTE",1
7A21,541519.0,"22IT55-SOC-027 FORTINET (FOR RMA).  DELIVERY IS 30 DAYS AFTER RECEIPT OF ORDER (ARO). MAINTENANCE PERIOD IS THRU 2/14/2023. ADVANCED COMPUTER CONCEPT'S QUOTE IS HEREBY ACCEPTED IN THE TOTAL AMOUNT OF $66,390.17 FOR ITEMS DESCRIBED HEREIN.",1
H166,334516.0,CONTRACT CLOSEOUT,1
D301,541512.0,SOFTWARE AS A SERVICE. ACQUISITION OF SOFTWARE PRODUCTS,1
DJ10,541511.0,APEX GAMMA SOFTWARE UPGRADE,1
V126,336414.0,"NASA LAUNCH SERVICES II - UNITED LAUNCH SERVICES, LLC  THE AWARD WILL PROVIDE A BROAD RANGE OF LAUNCH SERVICES FOR NASA'S PLANETARY, EARTH-OBSERVING, EXPLORATION, AND SCIENTIFIC SATELLITES. THE NLS CONTRACTS PROVIDE FOR A MINIMUM CAPABILITY OF DELIVERING AGENCY PAYLOADS WEIGHING APPROXIMATELY 550 POUNDS OR MORE TO A MINIMUM 124-MILE-HIGH CIRCULAR ORBIT WITH A LAUNCH INCLINATION OF 28.5 DEGREES. THE LAUNCH SERVICE PROVIDER ALSO MAY OFFER A RANGE OF VEHICLES TO NASA TO MEET HIGHER PAYLOAD WEIGHT AND ORBIT REQ",1
DA01,541511.0,ASN-128D REPROGRAMMING SERVICE CONVERTERS,1
J039,811310.0,IGF::OT::IGF EXTENSION OF ELEVATOR MAINTENANCE&REPAIR EMERGENCY 3 MONTH BRIDGE - INCREASE FUNDING FOR EMERGENCY SERVICE TO P6 ELEVATOR,1
5935,334417.0,"8510600565!CONNECTOR,PLUG,ELEC",1
R606,561492.0,"TASK ORDER TO PROVIDE VERBATIM HEARING RECORDING SERVICES FOR 2,430 HEARINGS AND 810 CANCELLATIONS AT THE SAN ANTONIO, TX HEARING OFFICE, INCLUDING REMOTE AND SATELLITE OFFICES, ON COURT PROCEEDINGS ON DISABILITY APPEAL CASES.",1
Z2AA,236220.0,"PREPARATION OF A MOTHER'S ROOM AT THE LITTLE ROCK FEDERAL COURTHOUSE, LITTLE ROCK, AR",1
7045,334112.0,CANOGA PERKINS CONNECTORS,1
5680,423610.0,4564459898!BERKEBILE B1012902002 22 INSTANT GUM CUT,1
AD94,334511.0,THE PURPOSE OF THIS MODIFICATION IS TO INCORPORATE THREE (3) ECPS INTO THE CONTRACT.,1
R499,541990.0,"U.S. EPA OFFICE OF RESEARCH AND DEVELOPMENT (ORD) NATIONAL STUDENT SERVICES CONTRACT-TASK ORDER TITLE: OASPE SUPPORT-TASK ORDER #2, PWSS 1-11.   THE PURPOSE OF THIS MODIFICATION IS TO ISSUE A 'FIX IT' MOD DUE TO MOD 6 BEING REJECTED BY RT",1
6640,334519.0,"REFERENCING THE ATTACHED QUOTE NUMBER L76731-1 BY ALICIA MINZEL - DATED DECEMBER 14, 2017 - LI-COR, INC. WILL DELIVER THE FOLLOWING ITEM:  PART NUMBER: LI-191R-SMV 2 LINE QUANTUM SENSOR, SMV, 2 METER CABLE, QUANTITY OF 6 EACH AT $567.60 EACH = $13,622.40 - WHICH INCLUDES A DISCOUNT.  PLUS  $150 SHIPPING AND HANDLING CHARGE   = $13,772.40 GRAND TOTAL ORDER. __________________________________________________________________________________________________________________________________________  SHIP TO ADDRE",1
R499,541990.0,"USAID SUSTAINABLE FOREST MANAGEMENT,  7200AA18D00020/72044020F00002, WITH DAI.   THE PURPOSE OF THIS MODIFICATION IS TO PROVIDE AN  INCREMENTAL FUNDING OF $4,216,720, THUS CHANGING THE TOTAL  OBLIGATED AMOUNT OF THE TASK ORDER FROM $16,401,392 TO",1
Z2AA,236220.0,"COA 18TH FLOOR SECURE LIGHTING AND CEILING LIGHTING REPLACEMENT IN 22409 601 MARKET STREET PHILA, PA",1
J058,334511.0,THE PURPOSE OF THIS MODIFICATION IS TO EXTEND THE PERIOD OF PERFORMANCE ON SLIN 0009AH AT NO ADDITIONAL COST THROUGH 30 SEPTEMBER 2020.,1
Z1KZ,237990.0,"CONTRACT FOR MISCELLANEOUS RELIEF (IL&MO), LEVEE DISTRICT NO. 3 OF MISSISSIPPI COUNTY, MO, MISSISSIPPI COUNTY, MISSOURI AND CAIRO DRAINAGE DISTRICT, CAIRO, IL, ALEXANDER COUNTY, ILLINOIS, MISSISSIPPI RIVER LEVEES - CONSTRUCTION. THIS ADMINISTRATIVE MODIFICATION CORRECTS THE CONTRACT REQUIRED COMPLETION DATE IN THE FPDS-NG SYSTEM FROM 12 JUNE 2019 TO 20 MAY 2020.",1
F014,115310.0,FUELS MANAGEMENT IN THE CALIFORNIA DESERT DISTRICT - SOLE SOURCE 8(A) AWARD,1
F014,115310.0,00-SO-COFMS-FUELS-MAURY-GRAPPLE 514 ACRES,1
R499,541690.0,"SOAR-D12-03661    KELLY -- TASK ORDER # 374 SCIENTIFIC, OPERATIONS, AND ADMINISTRATIVE RESOURCES (SOAR) TO THE NIH",1
S111,221122.0,"TRANSMISSION AND DISTRIBUTION OF NATURAL GAS SERVICE TO KSC AND OTHER IDENTIFIED POINTS OF SERVICE. ADDS INCREMENTAL FUNDING IN THE AMOUNT OF $28,640.64. ALL OTHER TERMS AND CONDITIONS OF 80KSC020F0179 REMAIN UNCHANGED.",1
7A20,513210.0,FY23 EPILSON SOFTWARE,1
Y1DA,236220.0,"MODIFICATION P00009 IS TO PROVIDE . REDUCE THE SUPPLY CFM THROUGH THE FAN FILTER UNITS IN THE NON-HAZARDOUS BUFFER ROOM, NON- HAZARDOUS ANTEROOM, HAZARDOUS BUFFER ROOM, AND HAZARDOUS ANTEROOM. ROOMS SHALL BE BALANCED PER BULLETIN #9.",1
Z2PZ,238210.0,"UPGRADE IT/LAN AT FIVE (5) HISTORIC BUILDINGS AT PARK HEADQUARTERS, CRATER LAKE NATIONAL PARK, KLAMATH COUNTY, OREGON.  THIS MODIFICATION PROVIDES THE CONTRACTOR WITH FUNDING TO COVER EXCESS LONG TERM PARKING THEY ENCOUNTERED DUE TO THE 2018-2019 PARTIAL GOVERNMENT SHUTDOWN, AND A REASONABLE TIME EXTENSION TO COMPLETE THE WORK.",1
DJ01,541512.0,THE PURPOSE OF THE MODIFICATION IS TO TERMINATE THIS BPA CALL ORDER AND DE-OBLIGATE ALL REMAINING FUNDING IN ACCORDANCE WITH FAR 8.406-5 TERMINATION FOR THE GOVERNMENT'S CONVENIENCE,1
7010,334111.0,FUJITSU TABLET AFWAY ORDER # 373551 TRACKING # 305366,1
6350,561621.0,REPLACE THE SERVER FOR THIS SITE BECAUSE THE CURRENT VERSION OF SOFTWARE ON THE SERVER IS NOT COMPATIBLE WITH THE NEW GFE CLIENT THAT IS BEING PROVIDED. PROVIDE AND INSTALL THE GOVERNMENT FURNISHED WORKSTATION/CLIENT/BADGING SYSTEM.,1
7021,334111.0,INTEL XEON SERVERS,1
5680,423610.0,"4544580793!BULB, METAL HALIDE, FOR LIGHT, AC230V, 6",1
R799,541511.0,REGULATORY REVIEW SUPPORT SERVICES,1
Z2AA,236220.0,CD-SP MOD FOR IFC DESIGN CHANGES - FRANKFURT GERMANY,1
D399,541519.0,IGF::OT::IGF REMOTELY PILOTED AIRCRAFT RPA SQUADRON OPERATION CENTER SOC WAREHOUSE AND ENGINEERING SERVICES SUPPORT,1
5680,423610.0,4555833183!REDUCER FOR MILT81772B TYPE II 5 GAL UNI,1
7510,339940.0,"TONER FOR THE NEW TEXAS SERVICE CENTER LOCATION IN IRVING, TX.",1
C219,541360.0,EXTEND POP TO 06/30/21  AK_GLACIERBAY_2019_B19 QUANTUM SPATIAL GEOSPATIAL PRODUCTS AND SERVICES CONTRACT V.3 (GPSC3),1
C1AA,236220.0,XDO ANNEX PARKING LOT ASPHALT AND CONCRETE,1
R425,541990.0,"THIS MODIFICATION IS: 1.  TO EXTENT THE CONTRACT END DATE OF THE PERIOD OF PERFORMANCE FROM 9-23-23 TO 3-22-24, AND 2.  TO TRANSFER CO AUTHORITY FROM JEZREEL SWEAT TO COLLETTE SCOTT. ALL OTHER TERMS AND CONDITIONS SHALL REMAIN THE SAME.",1
R408,541990.0,"REFS/CEIC/E: ENERGY IDIQ (CORE INTERNATIONAL, INC.) - M/OAA  IS REQUESTED TO COMPLETE AN ADMINISTRATIVE MOD NUMBER 8 IN  GLAAS TO EXTEND THE ORDERING PERIOD AND THE PERFORMANCE  PERIOD BY 2 YEARS AT NO COST.  ORDERING PERIOD FROM  09/30/2024 TO 0",1
5935,334417.0,"8507274040!CONNECTOR,RECEPTACL",1
5680,423610.0,4540247680!34SR,1
6630,334516.0,TWO PLATE READERS FOR USE IN ANAEROBIC CHAMBER AND HYPOXIC CHAMBER.,1
7B21,334111.0,EPSON HARDWARE & WARRANTIES,1
Z2AA,236220.0,PIRNIE REPLACE COOLING USBC SERVER ROOM WITH WALL INSTALLATION - UTICA NY.,1
J039,811310.0,HORIZONTAL BEAM SAW VACUUM DUCT INSTALL,1
5945,335314.0,"8505740661!RELAY,SOLID STATE",1
7A21,541512.0,"INCLUDES LICENSE FOR HAZELCAST MANAGEMENT CENTER. INCLUDES TECHNICAL SUPPORT SERVICES FOR HAZELCAST IMDG COMPRISING: SUPPORT WINDOW SERVICE LEVEL AGREEMENT, QUARTERLY REVIEW OF FEATURE REQUESTS AND HAZELCAST ROADMAP, EMAIL, IM AND PHONE SUPPORT CONTA",1
6515,334511.0,"8507536209!VALVE,POSITIVE END",1
5935,334417.0,"8506845409!MAINTENANCE KIT,ELE",1
R425,334511.0,ADD FAR CLAUSE 52.204-25,1
5680,423610.0,4548193352!HENKEL LOCTITE ECCOBOND F112 BIPAX AB 14,1
DF01,541519.0,"THE PURPOSE OF THIS MODIFICATION IS TO (1) EXERCISE OPTION YEAR 2 FOR THE PERIOD OF 09/29/2023 TO 09/28/2024, (2) ADD WORK ORDERS 8.55-200 FOR THE BENEFITS MODERNIZATION PROGRAM MANAGEMENT OFFICE (BMPMO) AND 8.11-207 & 208 FOR THE OFFICE OF ASSOC",1
Y1JA,236220.0,NMAH LATINO GALLERY SF# 1803107 RE BLACK BOX.,1
5342,334511.0,SMALL MULTIPURPOSE EQUIPMENT TRANSPORT (S-MET) PARTS/CONTRACTOR LOGISTICS SUPPORT CONTRACT. MODIFICATION TO UPDATE THE MASTER PARTS LIST.,1
Y1AZ,236220.0,"A00079,C-120  RFI-555 UPS XFMR UPGRADE & MISC CHANGES, C-127 3-199 POWER IN TV BOXES NNSA ALBUQUERQUE COMPLEX PROJECT, KAFB",1
7510,339940.0,"CARTRIDGE, INK: ITEM NAME CARTRIDGE, INK I.A.W. HEWLETT PACKARD P/N C1Q16A (HP 764) CARTRIDGE TYPE NEW (OEM GENUINE) SPECIAL FEATURE STANDARD CARTRIDGE FOR USE WITH HP INKJET PRINT CARTRIDGE INCLUDING HP DESIGNJET T3500 AND ANY OTHER HP PRINTER",1
5680,423610.0,4540801835!CHILLERS AND RELATED MATERIALS TO INCLUD,1
5970,335999.0,"8507949823!INSULATOR,BUSHING",1
Y1DZ,236220.0,IGF::OT::IGF  PROJECT # 541-371 ADDITION TO CLEVELAND VAMC FOR VHA AND VBA.  MODIFICATION P00007 - SUPPLEMENTAL AGREEMENT DEFINITIZING THE REPAIRS TO DAMAGED UNDERGROUND FIBER OPTIC CABLE AS AUTHORIZED BY CHANGE ORDER MODIFICATION P00005.,1
7510,339940.0,"PEN, PLASTIC TIP: ITEM NAME PEN, PLASTIC TIP PEN POINT TYPE MEDIUM PEN POINT RETRACTABILITY NON-RETRACTABLE PEN TIP MATERIAL PLASTIC USAGE FORM DESK OR POCKET INK GRADE NON-PERMANENT INK COLOR BLACK INK CARTRIDGE REFILLABILITY NON-REFILLABLE INK",2
R401,541990.0,EO14042 - PROVIDE ERGONOMIC SUPPORT,1
6150,335311.0,"8510328725!CABLE ASSEMBLY,SPEC",1
D311,541519.0,ADOBE CREATIVE CLOUD DESKTOP APP - TERM LICENSE,1
Z2AA,236220.0,"THE PURPOSE OF THIS MOD IS TO DEOBLIGATE REMAINING FUNDS FOR THE BINGHAMTON SKYLIGHT WATER INFILTRATION- CM CONTRACT CLOSEOUT. MOD 47PC0223F0039, MOD PA0001 HEREBY DECREASES THE TOTAL OBLIGATED AMOUNT FROM $101,550.00 BY $86,070.86 TO $15,479.14.",1
F003,115310.0,"ENGINE, TYPE 4 175626 1937228989 IB220006679",1
DA01,541511.0,INVISION FOUNDATION - TERM LICENSE - GSA - JON SWEENEY,1
5680,423610.0,"4563216887!PAINT, DEVILS FOOD, BREAKTHROUGH 250, SA",1
7510,339940.0,"BINDER, LOOSE-LEAF: ITEM NAME BINDER, LOOSE-LEAF ACCOMMODATED SHEET WIDTH 8.500 INCHES ACCOMMODATED SHEET LENGTH 11.00 INCHES CAPACITY RATING 1.500 INCHES COVER COLOR BLUE COVER MATERIAL VINYL COVER DESIGN TYPE RIGID COVER BACK TYPE CLOSED ITEM",2
6640,334516.0,REQUEST FOR DEOBLIGATION OF FUNDS  SIEMENS HEALTHCARE REAGENTS,1
6150,335311.0,"8509813221!CABLE ASSEMBLY,SPEC",1
7030,518210.0,THE PURPOSE OF THIS NO COST ADMINISTRATIVE MODIFICATION IS TO: 1. REMOVE MS. SUSI MARLINA AS THE CONTRACTING OFFICER REPRESENTATIVE (COR) FOR THIS PURCHASE ORDER.  2. ADD MR. A.J. NEDZESKY AS THE NEW COR. 3. ADD MS. ENID COLON-TORRES AS NEW ALTERN,1
Z2JZ,236220.0,"ADDRESS GOVERNMENT DIRECTED CHANGES WITHIN SCOPE AND TO ADD DAYS TO PHASE II: TO INSTALL AN AUTOMATED 16 FOOT ENTRY CONTROL GATE, GROUND SENSOR LOOP, AND A CARD READER IN PLACE OF THE MANUAL SECURITY GATE IAW SOW DATED 11 AUGUST 2021",1
DF01,541511.0,"MOD 02: THIS MODIFICATION IS TO ALLOW FOR FINAL DELIVERABLES AND PRESENTATIONS TO BE TRANSLATED BETWEEN COMPUTER LANGUAGES FOR THOSE DELIVERABLES BEING MADE FROM THE VENDOR TO THE GOVERNMENT FOR RECEIPT, REVIEW AND ACCEPTANCE OF THE SUBJECT ORDER.",1
Z2AZ,236220.0,"IGF::OT::IGF X:NOGRN, CONSTRUCTION, REHAB COE VISITOR CENTER, COMFORT STATION&PAVILION. THE PURPOSE OF THIS MODIFICATION IS TO ADD FUNDING IN THE AMOUNT OF $50,349.97 FOR REPLACEMENT DECKING AND IMPACT RESISTANT WINDOWS. THE CONTRACT TOTAL WILL INCREASE FROM $312,784 TO $363,133.97. THE PERIOD OF PERFORMANCE IS INCREASED UNTIL 05/31/2018. ALL OTHER TERMS AND CONDITIONS REMAIN THE SAME.",1
D399,541519.0,"IGF::OT::IGF  THIS IS TO EXERCISE OPTIONAL TASK 5001 FOR 2660 ADDITIONAL GITHUB ENTERPRISE LICENSES.  THIS CONTRACT IS FOR UP TO 5000 GITHUB ENTERPRISE LICENSES AND INCLUDES TECHNICAL SUPPORTING CONSISTING OF 24X5 EMAIL SUPPORT AND 24X7 SUPPORT ON URGENT ISSUES, MAINTENANCE, AND ACCESS TO SOFTWARE UPDATES/UPGRADES.",1
5680,423610.0,"4563788321!FAUCET LAVATORY, SINGLE HANDLE CONTROL L",1
6625,334513.0,TESTMART BPA ORDER FOR TEST EQUIPMENT,1
7030,334111.0,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION CLIN 0005,1
5330,334519.0,"8508757847!PACKING,PREFORMED",1
Y1NE,237110.0,THE PURPOSE OF THIS MODIFICATION IS TO IS TO COMPENSATE THE CONTRACTOR FOR ADDITIONAL EXPENSES ASSOCIATED WITH THE DIRECTION FROM RECLAMATION TO INSTALL PERMEANT POWER FROM JMEC'S (JEMEZ MOUNTAIN COOPERATIVE INC) SUBSTATION TO NM-502 AT ENTRADA,1
Z1PZ,236220.0,"CONTRACT N40192-18-D-2800 TASK ORDER NO. N4019220F4331 WON 1649763 RENOVATERESTROOMS AND REPAIR/CLEAN AC DUCTS AT HSC-25 MAINTENANCE HANGAR, BUILDING 2641 ANDERSEN AIR FORCE BASE, GUAM. THIS MODIFICATION WAS EXECUTED FOR ADMINISTRATIVE CHANGES.",1
6680,334519.0,"8507559579!INDICATOR,SIGHT,LIQ",1
5930,334419.0,"8508081240!SWITCH,PUSH",1
7A21,541519.0,LABOR EMPLOYEE RELATIONS INFORMATION SYSTEM (LERIS) LICENSE,1
DG10,517410.0,WAWF & G1 POC UPDATES,1
J015,488190.0,"IGF:OT:IGF THE AVIATION FIELD MAINTENANCE (AFM) SERVICE CONTRACT PROVIDES AIRCRAFT MAINTENANCE SERVICES TO THE NUMEROUS AVIATION MAJOR WEAPON SYSTEMS AND PLATFORMS, NAMELY: AH64, UH60, AND CH47F ACROSS THE GLOBE.  ACTIONS FOR THESE SYSTEMS CONSIST OF MODIFICATIONS AGAINST A COMPETITIVELY AWARDED CONTRACT UTILIZING TIME AND MATERIALS, FIRM FIXED PRICE, AND COST REIMBURSEMENT LINES THAT WERE NEGOTIATED TO PROVIDE THE ARMY WITH FLEXIBILITY IN STRUCTURING, MANAGING, AND STREAMLINING ITS HIGHLY COMPLEX AVIATION ",1
R499,541511.0,"THIS MODIFICATION IS TO DEOBLIGATE REMAINING FUNDS FOR CONTRACT CLOSEOUT.  MODIFICATION 47PA0122C0003 PA0003 HEREBY DECREASES THE TOTAL OBLIGATED AMOUNT FROM $80,223.00 BY $80,223.00 TO $0.00.  THE PERIOD OF PERFORMANCE REMAINS UNCHANGED.",1
J066,334519.0,17I STANDARD SERVICE CONTRACT,1
AC32,334290.0,THE PURPOSE OF THIS MODIFICATION P00013 IS TO PROVIDE THE INITIAL FUNDING REQUIRED FOR FY24 CENTOS TO CLIN 1012 AND TO FUND SLIN 200105.,1
D307,541519.0,STORES MOD P00001 - LCAT MOD P00002 - INCREMENTAL FUNDING MOD P00003 - OPTION 1 MOD P00004 - OPTION 2 MOD P00005 - DE-OB MOD P00006 - KO CHANGE,1
8130,334511.0,"4547121168!REEL,CABLE",1
D304,541519.0,IGF::OT::IGF ACQUIRE CONNECTIVITY OF BRIDGE SERVICE TO VIDEO TELECONFERENCE EQUIPMENT WITH FULL DATA T-1 LINE DATA SPEED AND THREE VOICE LINES TO ACCESS VIDEO CONFERENCING EQUIPMENT.,1
5680,423610.0,"4562468450!WATERJET PUMPING SYSTEM, ULTRA HIGH PRES",1
D306,541512.0,"APPLICATIONS, INFRASTRUCTURE AND SYSTEMS SUPPORT",1
5998,334290.0,CIRCUIT BOARD ASSMBLY,1
R499,541990.0,PROLAND TASK ORDER IGF::OT::IGF  PROLAND TASK ORDER:  THE PURPOSE OF THIS MODIFICATION (NO. 4) IS TO PROVIDE A KEY PERSONNEL CHANGE.  MARK DONAHUE WILL ASSUME THE ROLE OF CHIEF OF PARTY (COP)AS A RESULT OF ROBERT WINTERBOTTOM'S RETIREMENT.  ALL OTHER TERMS AND CONDITIONS REMAINED UNCHANGED AND IN FULL EFFECT.,1
5895,334210.0,"THE PURPOSE OF THIS MODIFICATION (03) TO DELIVERY ORDER 0112 ISSUED IN ACCORDANCE WITH FAR 43.103(B)(1) IS TO CORRECT AN ADMINISTRATIVE ERROR FOUND IN MODIFICATION (02), MAKING UPDATES TO SLIN 0155AA.",1
D399,541511.0,BLANKET PURCHASE AGREEMENT (BPA)  IT SUPPORT SERVICES  1.  THE PURPOSE OF THIS MODIFICATION IS TO ACCOMPLISH THE FOLLOWING:  IN ACCORDANCE WITH FAR 52.217-9 (OPTION TO EXTEND THE TERM OF THE CONTRACT).  EXERCISE OPTION YEAR TWO (2): 12 MONTHS - PERIOD OF PERFORMANCE:  05/29/2019 TO 05/28/2020/$0.00.,1
7030,541519.0,FY20 IBM QUALITYSTAGE INFOSPHER SOFTWARE AND SUPPORT FOR RECORD LINKAGE SYSTEM,1
D318,541519.0,ON DEMAND EMERGENCY NOTIFICATION SERVICES,1
